id,order_id,sku
cc1a6a59-add0-4331-9b0b-fe0d76e14e92,765493a5-6298-4d8b-873b-c043931b6a35,JAF-004
f7c7f16a-8d6e-4209-a5d0-795d3ba6d658,4ca395d5-b519-45c1-9ff8-e53637ae0dc7,BEV-003
d6c4b53e-77b0-4bde-9ad6-fe63f965abd1,71a115a9-a593-4f75-94ae-e82fa3f802ba,BEV-004
a52e67af-6f3a-4cb7-8748-1c61029e1e2f,9b5e47b5-eb4d-4d4c-bfff-165c40dc875d,BEV-004
f917a17f-21ff-42d1-b45f-434906498643,9b5e47b5-eb4d-4d4c-bfff-165c40dc875d,JAF-002
c3fe8c73-4900-403c-8a85-2d7481888db4,672dc7f6-f5b7-4e0e-8dc3-21c70cc9dff9,BEV-003
466c4edf-8a93-4f4b-a82f-d804063bab84,98225736-89cd-47dd-916f-8317a0287cc9,BEV-001
a60007f0-781a-4bd9-afb9-c3e8b53139c5,98225736-89cd-47dd-916f-8317a0287cc9,BEV-002
aac6dc50-a63d-409a-b4e0-9ffc17f4e664,0078b1a8-849a-419f-98a9-0952a73e4a71,BEV-001
fce08717-5ca2-4716-b9c1-4f0a3eb6511b,3c6c6cfd-7ea7-4036-a78e-6ab77d12fb88,BEV-004
9fb41c92-5ba6-4174-9af0-d9ae31104bec,d562de7c-a214-4ff1-89f8-24153e238b95,BEV-002
40640672-783e-4dc5-b0a2-914fbd0da65f,3df6c680-c88f-4250-8df6-58113a8ba98a,BEV-004
7c4f05ae-f85d-4adf-8f63-12841525caec,e8abbeb5-6e99-48df-b69c-4cd4671c24a4,BEV-002
cf3eb3d2-fbfe-48ee-8d98-84b8a8a09cb4,d68f472c-a23d-4cbf-a40a-2454b4f3227e,BEV-001
149f3066-4052-4dea-b301-9c1e56c9bef9,a69de1fa-b97c-4652-92aa-598cee0a897d,BEV-004
c0f0a360-776e-4783-92f0-d5eb32d4236b,51c077f6-db45-4c42-b1f7-999a8969c0a1,BEV-003
454ce812-0604-4f0f-a7c2-60b5b1c0f6ec,560405cd-84b8-4456-9ece-226b6ab61d87,BEV-005
5b77f97d-08da-4ee4-b575-42260673d84f,89d08594-1b4f-4613-9bb2-ec1adf842276,BEV-001
416e248b-146a-4108-b59b-2ca8a0ba47a7,9615c13c-47de-419e-b0af-db8796c35ec6,BEV-005
dc80c14c-1067-4d59-8ea7-c1bd7a8ef446,494cf822-50fe-4ef6-8d30-6e8a4ab82f60,BEV-003
8ae33575-200e-40ea-8492-941718933017,494cf822-50fe-4ef6-8d30-6e8a4ab82f60,JAF-001
9aa9a952-9b9a-4877-bd29-cb9b100c2027,0354793f-da46-4bc0-b2e0-ae6d83ce8fb6,BEV-001
6a184eca-aa5e-4ae0-a4fe-84d89842e4ac,aac24302-9ede-4193-9b6a-be9089559bce,BEV-001
f069db6e-7d0c-4737-89c7-042368512895,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-005
0d316ddc-ffa5-4903-ac7f-652043d19bde,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-003
a73623e5-70bc-459c-aa70-b16d92fbbe02,04e21f8c-187d-4f45-96aa-0075a2071160,BEV-001
3dd43494-4621-4585-b323-432186d35e69,5f1445f6-d826-4ee3-8931-560d58919a6a,BEV-005
10cec3cc-6526-41a1-b3e6-5a9ead665271,ce582298-b7d6-4889-8f80-3cb973b25901,BEV-004
b4d1acb5-ff9e-41f6-b8c6-b24c32d1144b,50154cbb-fbb4-4d11-a12f-8aa8ade9205b,BEV-003
75b96509-5ffc-4fcc-8226-ec1d7f80f6c1,c008ed07-785a-4f85-a316-0f1d27606866,JAF-003
4a722d6c-b51d-426b-8e88-798592aded75,c008ed07-785a-4f85-a316-0f1d27606866,JAF-003
138f0e03-d318-4a70-818f-7b15c6afbbd0,a860feb9-56b9-4e2c-a3b3-a152dbbb0cc6,BEV-002
